ID_Pasajero;Sobrevivio;Clase;Nombre;Genero;EstadoCivil;Edad;Hermanos/Conyuge;Padres/Hijos;Tiquete;Tarifa;Puerto
263;0;1;Taussig, Mr. Emil;Masculino;5;52;1;1;110413;79,65;S
264;0;1;Harrison, Mr. William;Masculino;4;40;0;0;112059;0,00;S
265;0;3;Henry, Miss. Delia;Femenino;3;41;0;0;382649;7,75;Q
266;0;2;Reeves, Mr. David;Masculino;5;36;0;0;C.A. 17248;10,50;S
267;0;3;Panula, Mr. Ernesti Arvid;Masculino;1;16;4;1;3101295;39,69;S
268;1;3;Persson, Mr. Ernst Ulrik;Masculino;1;25;1;0;347083;7,78;S
269;1;1;Graham, Mrs. William Thompson (Edith Junkins);Femenino;3;58;0;1;PC 17582;153,46;S
270;1;1;Bissette, Miss. Amelia;Femenino;3;35;0;0;PC 17760;135,63;S
271;0;1;Cairns, Mr. Alexander;Masculino;3;21;0;0;113798;31,00;S
272;1;3;Tornquist, Mr. William Henry;Masculino;5;25;0;0;LINE;0,00;S
273;1;2;Mellinger, Mrs. (Elizabeth Anne Maidment);Femenino;3;41;0;1;250644;19,50;S
274;0;1;Natsch, Mr. Charles H;Masculino;4;37;0;1;PC 17596;29,70;C
275;1;3;"Healy, Miss. Hanora ""Nora""";Femenino;4;25;0;0;370375;7,75;Q
276;1;1;Andrews, Miss. Kornelia Theodosia;Femenino;5;63;1;0;13502;77,96;S
277;0;3;Lindblom, Miss. Augusta Charlotta;Femenino;5;45;0;0;347073;7,75;S
278;0;2;"Parkes, Mr. Francis ""Frank""";Masculino;1;41;0;0;239853;0,00;S
279;0;3;Rice, Master. Eric;Masculino;1;7;4;1;382652;29,13;Q
280;1;3;Abbott, Mrs. Stanton (Rosa Hunt);Femenino;5;35;1;1;C.A. 2673;20,25;S
281;0;3;Duane, Mr. Frank;Masculino;5;65;0;0;336439;7,75;Q
282;0;3;Olsson, Mr. Nils Johan Goransson;;3;28;0;0;347464;7,85;S
283;0;3;de Pelsmaeker, Mr. Alfons;Masculino;1;16;0;0;345778;9,50;S
284;1;3;Dorking, Mr. Edward Arthur;Masculino;5;19;0;0;A/5. 10482;8,05;S
285;0;1;Smith, Mr. Richard William;Masculino;1;35;0;0;113056;26,00;S
286;0;3;Stankovic, Mr. Ivan;Masculino;2;33;0;0;349239;8,66;C
287;1;3;de Mulder, Mr. Theodore;Masculino;3;30;0;0;345774;9,50;S
288;0;3;Naidenoff, Mr. Penko;Masculino;5;22;0;0;349206;7,90;S
289;1;2;Hosono, Mr. Masabumi;Masculino;2;42;0;0;237798;13,00;S
290;1;3;Connolly, Miss. Kate;Femenino;2;22;0;0;370373;7,75;Q
291;1;1;"Barber, Miss. Ellen ""Nellie""";Femenino;5;26;0;0;19877;78,85;S
292;1;1;Bishop, Mrs. Dickinson H (Helen Walton);Femenino;4;19;1;0;11967;91,08;C
293;0;2;Levy, Mr. Rene Jacques;Masculino;5;36;0;0;SC/Paris 2163;12,88;C
294;0;3;Haas, Miss. Aloisia;Femenino;1;24;0;0;349236;8,85;S
295;0;3;Mineff, Mr. Ivan;Masculino;1;24;0;0;349233;7,90;S
296;0;1;Lewy, Mr. Ervin G;Masculino;5;56;0;0;PC 17612;27,72;C
297;0;3;Hanna, Mr. Mansour;Masculino;3;24;0;0;2693;7,23;C
298;0;1;Allison, Miss. Helen Loraine;Femenino;1;2;1;2;113781;151,55;S
299;1;1;Saalfeld, Mr. Adolphe;Masculino;4;34;0;0;19988;30,50;S
300;1;1;Baxter, Mrs. James (Helene DeLaudeniere Chaput);Femenino;2;50;0;1;PC 17558;247,52;C
301;1;3;"Kelly, Miss. Anna Katherine ""Annie Kate""";Femenino;2;54;0;0;9234;7,75;Q
302;1;3;McCoy, Mr. Bernard;Masculino;4;39;2;0;367226;23,25;Q
303;0;3;Johnson, Mr. William Cahoone Jr;Masculino;4;19;0;0;LINE;0,00;S
304;1;2;Keane, Miss. Nora A;Femenino;4;19;0;0;226593;12,35;Q
305;0;3;"Williams, Mr. Howard Hugh ""Harry""";Masculino;1;16;0;0;A/5 2466;8,05;S
306;1;1;Allison, Master. Hudson Trevor;Masculino;1;1;1;2;113781;151,55;S
307;1;1;Fleming, Miss. Margaret;Femenino;4;27;0;0;17421;110,88;C
308;1;1;Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo);Femenino;1;17;1;0;PC 17758;108,90;C
309;0;2;Abelson, Mr. Samuel;Masculino;3;30;1;0;P/PP 3381;24,00;C
310;1;1;Francatelli, Miss. Laura Mabel;Femenino;5;30;0;0;PC 17485;56,93;C
311;1;1;Hays, Miss. Margaret Bechstein;Femenino;5;24;0;0;11767;83,16;C
312;1;1;Ryerson, Miss. Emily Borie;Femenino;1;18;2;2;PC 17608;262,38;C
313;0;2;Lahtinen, Mrs. William (Anna Sylfven);Femenino;3;26;1;1;250651;26,00;S
314;0;3;Hendekovic, Mr. Ignjac;Masculino;5;28;0;0;349243;7,90;S
315;0;2;Hart, Mr. Benjamin;Masculino;1;43;1;1;F.C.C. 13529;26,25;S
316;1;3;Nilsson, Miss. Helmina Josefina;Femenino;4;26;0;0;347470;7,85;S
317;1;2;Kantor, Mrs. Sinai (Miriam Sternin);Femenino;4;24;1;0;244367;26,00;S
318;0;2;Moraweck, Dr. Ernest;Masculino;2;54;0;0;29011;14,00;S
319;1;1;Wick, Miss. Mary Natalie;Femenino;4;31;0;2;36928;164,87;S
320;1;1;Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone);Femenino;3;40;1;1;16966;134,50;C
321;0;3;Dennis, Mr. Samuel;Masculino;4;22;0;0;A/5 21172;7,25;S
322;0;3;Danoff, Mr. Yoto;Masculino;2;27;0;0;349219;7,90;S
323;1;2;Slayter, Miss. Hilda Mary;Femenino;3;30;0;0;234818;12,35;Q
324;1;2;Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh);Femenino;4;22;1;1;248738;29,00;S
325;0;3;Sage, Mr. George John Jr;Masculino;5;64;8;2;CA. 2343;69,55;S
326;1;1;Young, Miss. Marie Grice;Femenino;2;36;0;0;PC 17760;135,63;C
327;0;3;Nysveen, Mr. Johan Hansen;Masculino;2;61;0;0;345364;6,24;S
328;1;2;Ball, Mrs. (Ada E Hall);Femenino;3;36;0;0;28551;13,00;S
329;1;3;Goldsmith, Mrs. Frank John (Emily Alice Brown);Femenino;1;31;1;1;363291;20,53;S
330;1;1;Hippach, Miss. Jean Gertrude;Femenino;1;16;0;1;111361;57,98;C
331;1;3;McCoy, Miss. Agnes;Femenino;4;51;2;0;367226;23,25;Q
332;0;1;Partner, Mr. Austen;Masculino;3;46;0;0;113043;28,50;S
333;0;1;Graham, Mr. George Edward;Masculino;1;38;0;1;PC 17582;153,46;S
334;0;3;Vander Planke, Mr. Leo Edmondus;Masculino;1;16;2;0;345764;18,00;S
335;1;1;Frauenthal, Mrs. Henry William (Clara Heinsheimer);Femenino;3;51;1;0;PC 17611;133,65;S
336;0;3;Denkoff, Mr. Mitto;Masculino;1;21;0;0;349225;7,90;S
337;0;1;Pears, Mr. Thomas Clinton;Masculino;1;29;1;0;113776;66,60;S
338;1;1;Burns, Miss. Elizabeth Margaret;Femenino;2;41;0;0;16966;134,50;C
339;1;3;Dahl, Mr. Karl Edwart;Masculino;2;45;0;0;7598;8,05;S
340;0;1;Blackwell, Mr. Stephen Weart;Masculino;4;45;0;0;113784;35,50;S
341;1;2;Navratil, Master. Edmond Roger;Masculino;1;2;1;1;230080;26,00;S
342;1;1;Fortune, Miss. Alice Elizabeth;Femenino;4;24;3;2;19950;263,00;S
343;0;2;Collander, Mr. Erik Gustaf;Masculino;3;28;0;0;248740;13,00;S
344;0;2;Sedgwick, Mr. Charles Frederick Waddington;Masculino;1;25;0;0;244361;13,00;S
345;0;2;Fox, Mr. Stanley Hubert;Masculino;1;36;0;0;229236;13,00;S
346;1;2;"Brown, Miss. Amelia ""Mildred""";Femenino;2;24;0;0;248733;13,00;S
347;1;2;Smith, Miss. Marion Elsie;Femenino;1;40;0;0;31418;13,00;S
348;1;3;Davison, Mrs. Thomas Henry (Mary E Finck);Femenino;5;46;1;0;386525;16,10;S
349;1;3;"Coutts, Master. William Loch ""William""";Masculino;1;3;1;1;C.A. 37671;15,90;S
350;0;3;Dimic, Mr. Jovan;Masculino;5;42;0;0;315088;8,66;S
351;0;3;Odahl, Mr. Nils Martin;Masculino;5;23;0;0;7267;9,23;S
352;0;1;Williams-Lambert, Mr. Fletcher Fellows;Masculino;4;50;0;0;113510;35,00;S
353;0;3;Elias, Mr. Tannous;Masculino;1;15;1;1;2695;7,23;C
354;0;3;Arnold-Franchi, Mr. Josef;Masculino;1;25;1;0;349237;17,80;S
355;0;3;Yousif, Mr. Wazli;Masculino;5;57;0;0;2647;7,23;C
356;0;3;Vanden Steen, Mr. Leo Peter;Masculino;2;28;0;0;345783;9,50;S
357;1;1;Bowerman, Miss. Elsie Edith;Femenino;2;22;0;1;113505;55,00;S
358;0;2;Funk, Miss. Annie Clemmer;Femenino;2;38;0;0;237671;13,00;S
359;1;3;McGovern, Miss. Mary;Femenino;1;16;0;0;330931;7,88;Q
360;1;3;"Mockler, Miss. Helen Mary ""Ellie""";Femenino;1;39;0;0;330980;7,88;Q
361;0;3;Skoog, Mr. Wilhelm;Masculino;2;40;1;4;347088;27,90;S
362;0;2;del Carlo, Mr. Sebastiano;Masculino;5;29;1;0;SC/PARIS 2167;27,72;C
363;0;3;Barbara, Mrs. (Catherine David);Femenino;4;45;0;1;2691;14,45;C
364;0;3;Asim, Mr. Adola;Masculino;1;35;0;0;SOTON/O.Q. 3101310;7,05;S
365;0;3;O'Brien, Mr. Thomas;Masculino;1;14;1;0;370365;15,50;Q
366;0;3;Adahl, Mr. Mauritz Nils Martin;Masculino;4;30;0;0;C 7076;7,25;S
367;1;1;Warren, Mrs. Frank Manley (Anna Sophia Atkinson);Femenino;2;60;1;0;110813;75,25;C
368;1;3;Moussa, Mrs. (Mantoura Boulos);Femenino;1;23;0;0;2626;7,23;C
369;1;3;Jermyn, Miss. Annie;Femenino;4;22;0;0;14313;7,75;Q
370;1;1;Aubart, Mme. Leontine Pauline;Femenino;3;24;0;0;PC 17477;69,30;C
371;1;1;Harder, Mr. George Achilles;Masculino;4;25;1;0;11765;55,44;C
372;0;3;Wiklund, Mr. Jakob Alfred;Masculino;1;18;1;0;3101267;6,50;S
373;0;3;Beavan, Mr. William Thomas;Masculino;5;19;0;0;323951;8,05;S
374;0;1;Ringhini, Mr. Sante;Masculino;5;22;0;0;PC 17760;135,63;C
375;0;3;Palsson, Miss. Stina Viola;Femenino;1;3;3;1;349909;21,08;S
376;1;1;Meyer, Mrs. Edgar Joseph (Leila Saks);Femenino;1;30;1;0;PC 17604;82,17;C
377;1;3;Landergren, Miss. Aurora Adelia;Femenino;4;22;0;0;C 7077;7,25;S
378;0;1;Widener, Mr. Harry Elkins;Masculino;1;27;0;2;113503;211,50;C
379;0;3;Betros, Mr. Tannous;Masculino;1;20;0;0;2648;4,01;C
380;0;3;Gustafsson, Mr. Karl Gideon;Masculino;2;19;0;0;347069;7,78;S
381;1;1;Bidois, Miss. Rosalie;Femenino;2;42;0;0;PC 17757;227,53;C
382;1;3;"Nakid, Miss. Maria (""Mary"")";Femenino;1;1;0;2;2653;15,74;C
383;0;3;Tikkanen, Mr. Juho;Masculino;1;32;0;0;STON/O 2. 3101293;7,93;S
384;1;1;Holverson, Mrs. Alexander Oskar (Mary Aline Towner);Femenino;1;35;1;0;113789;52,00;S
385;0;3;Plotcharsky, Mr. Vasil;Masculino;3;31;0;0;349227;7,90;S
386;0;2;Davies, Mr. Charles Henry;Masculino;1;18;0;0;S.O.C. 14879;73,50;S
387;0;3;Goodwin, Master. Sidney Leonard;Masculino;1;1;5;2;CA 2144;46,90;S
388;1;2;Buss, Miss. Kate;Femenino;5;36;0;0;27849;13,00;S
389;0;3;Sadlier, Mr. Matthew;Masculino;1;52;0;0;367655;7,73;Q
390;1;2;Lehmann, Miss. Bertha;Femenino;1;17;0;0;SC 1748;12,00;C
391;1;1;Carter, Mr. William Ernest;Masculino;4;36;1;2;113760;120,00;S
392;1;3;Jansson, Mr. Carl Olof;Masculino;5;21;0;0;350034;7,80;S
393;0;3;Gustafsson, Mr. Johan Birger;Masculino;3;28;2;0;3101277;7,93;S
394;1;1;Newell, Miss. Marjorie;Femenino;2;23;1;0;35273;113,28;C
395;1;3;Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson);Femenino;2;24;0;2;PP 9549;16,70;S
396;0;3;Johansson, Mr. Erik;Masculino;1;22;0;0;350052;7,80;S
397;0;3;Olsson, Miss. Elina;Femenino;2;31;0;0;350407;7,85;S
398;0;2;McKane, Mr. Peter David;Masculino;3;46;0;0;28403;26,00;S
399;0;2;Pain, Dr. Alfred;Masculino;5;23;0;0;244278;10,50;S
400;1;2;Trout, Mrs. William H (Jessie L);Femenino;5;28;0;0;240929;12,65;S
401;1;3;Niskanen, Mr. Juha;Masculino;5;39;0;0;STON/O 2. 3101289;7,93;S
402;0;3;Adams, Mr. John;Masculino;4;26;0;0;341826;8,05;S
403;0;3;Jussila, Miss. Mari Aina;Femenino;3;21;1;0;4137;9,83;S
404;0;3;Hakkarainen, Mr. Pekka Pietari;Masculino;5;28;1;0;STON/O2. 3101279;15,85;S
405;0;3;Oreskovic, Miss. Marija;Femenino;4;20;0;0;315096;8,66;S
406;0;2;Gale, Mr. Shadrach;Masculino;2;34;1;0;28664;21,00;S
407;0;3;Widegren, Mr. Carl/Charles Peter;Masculino;1;51;0;0;347064;7,75;S
408;1;2;Richards, Master. William Rowe;Masculino;1;3;1;1;29106;18,75;S
409;0;3;Birkeland, Mr. Hans Martin Monsen;Masculino;1;21;0;0;312992;7,78;S
410;0;3;Lefebre, Miss. Ida;Femenino;2;45;3;1;4133;25,47;S
411;0;3;Sdycoff, Mr. Todor;Masculino;4;40;0;0;349222;7,90;S
412;0;3;Hart, Mr. Henry;Masculino;3;43;0;0;394140;6,86;Q
413;1;1;Minahan, Miss. Daisy E;Femenino;4;33;1;0;19928;90,00;Q
414;0;2;Cunningham, Mr. Alfred Fleming;Masculino;2;57;0;0;239853;0,00;S
415;1;3;Sundman, Mr. Johan Julian;Masculino;5;44;0;0;STON/O 2. 3101269;7,93;S
416;0;3;Meek, Mrs. Thomas (Annie Louise Rowley);Femenino;3;56;0;0;343095;8,05;S
417;1;2;Drew, Mrs. James Vivian (Lulu Thorne Christian);Femenino;3;34;1;1;28220;32,50;S
418;1;2;Silven, Miss. Lyyli Karoliina;Femenino;1;18;0;2;250652;13,00;S
419;0;2;Matthews, Mr. William John;Masculino;1;30;0;0;28228;13,00;S
420;0;3;Van Impe, Miss. Catharina;Femenino;1;10;0;2;345773;24,15;S
421;0;3;Gheorgheff, Mr. Stanio;Masculino;2;28;0;0;349254;7,90;C
422;0;3;Charters, Mr. David;Masculino;4;21;0;0;A/5. 13032;7,73;Q
423;0;3;Zimmerman, Mr. Leo;Masculino;4;29;0;0;315082;7,88;S
424;0;3;Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren);Femenino;5;28;1;1;347080;14,40;S
425;0;3;Rosblom, Mr. Viktor Richard;Masculino;1;18;1;1;370129;20,21;S
426;0;3;Wiseman, Mr. Phillippe;Masculino;1;14;0;0;A/4. 34244;7,25;S
427;1;2;Clarke, Mrs. Charles V (Ada Maria Winfield);Femenino;2;28;1;0;2003;26,00;S
428;1;2;"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")";Femenino;4;19;0;0;250655;26,00;S
429;0;3;Flynn, Mr. James;Masculino;1;10;0;0;364851;7,75;Q
430;1;3;Pickard, Mr. Berk (Berk Trembisky);Masculino;2;32;0;0;SOTON/O.Q. 392078;8,05;S
431;1;1;Bjornstrom-Steffansson, Mr. Mauritz Hakan;Masculino;4;28;0;0;110564;26,55;S
432;1;3;Thorneycroft, Mrs. Percival (Florence Kate White);Femenino;1;14;1;0;376564;16,10;S
433;1;2;Louch, Mrs. Charles Alexander (Alice Adelaide Slow);Femenino;2;42;1;0;SC/AH 3085;26,00;S
434;0;3;Kallio, Mr. Nikolai Erland;Masculino;1;17;0;0;STON/O 2. 3101274;7,13;S
435;0;1;Silvey, Mr. William Baird;Masculino;4;50;1;0;13507;55,90;S
436;1;1;Carter, Miss. Lucile Polk;Femenino;1;14;1;2;113760;120,00;S
437;0;3;"Ford, Miss. Doolina Margaret ""Daisy""";Femenino;1;21;2;2;W./C. 6608;34,38;S
438;1;2;Richards, Mrs. Sidney (Emily Hocking);Femenino;4;24;2;3;29106;18,75;S
439;0;1;Fortune, Mr. Mark;Masculino;3;64;1;4;19950;263,00;S
440;0;2;Kvillner, Mr. Johan Henrik Johannesson;Masculino;3;31;0;0;C.A. 18723;10,50;S
441;1;2;Hart, Mrs. Benjamin (Esther Ada Bloomfield);Femenino;1;45;1;1;F.C.C. 13529;26,25;S
442;0;3;Hampe, Mr. Leon;Masculino;5;20;0;0;345769;9,50;S
443;0;3;Petterson, Mr. Johan Emil;Masculino;5;25;1;0;347076;7,78;S
444;1;2;Reynaldo, Ms. Encarnacion;Femenino;5;28;0;0;230434;13,00;S
445;1;3;Johannesen-Bratthammer, Mr. Bernt;Masculino;1;11;0;0;65306;8,11;S
446;1;1;Dodge, Master. Washington;Masculino;1;4;0;2;33638;81,86;S
447;1;2;Mellinger, Miss. Madeleine Violet;Femenino;1;13;0;1;250644;19,50;S
448;1;1;Seward, Mr. Frederic Kimber;Masculino;2;34;0;0;113794;26,55;S
449;1;3;Baclini, Miss. Marie Catherine;Femenino;1;5;2;1;2666;19,26;C
450;1;1;Peuchen, Major. Arthur Godfrey;Masculino;2;52;0;0;113786;30,50;S
451;0;2;West, Mr. Edwy Arthur;Masculino;4;36;1;2;C.A. 34651;27,75;S
452;0;3;Hagland, Mr. Ingvald Olai Olsen;Masculino;5;61;1;0;65303;19,97;S
453;0;1;Foreman, Mr. Benjamin Laventall;Masculino;2;30;0;0;113051;27,75;C
454;1;1;Goldenberg, Mr. Samuel L;Masculino;5;49;1;0;17453;89,10;C
455;0;3;Peduzzi, Mr. Joseph;Masculino;1;20;0;0;A/5 2817;8,05;S
456;1;3;Jalsevac, Mr. Ivan;Masculino;2;29;0;0;349240;7,90;C
457;0;1;Millet, Mr. Francis Davis;Masculino;5;65;0;0;13509;26,55;S
458;1;1;Kenyon, Mrs. Frederick R (Marion);Femenino;3;27;1;0;17464;51,86;S
459;1;2;Toomey, Miss. Ellen;Femenino;1;50;0;0;F.C.C. 13531;10,50;S
460;0;3;O'Connor, Mr. Maurice;Masculino;2;39;0;0;371060;7,75;Q
461;1;1;Anderson, Mr. Harry;Masculino;4;48;0;0;19952;26,55;S
462;0;3;Morley, Mr. William;Masculino;5;34;0;0;364506;8,05;S
463;0;1;Gee, Mr. Arthur H;Masculino;2;47;0;0;111320;38,50;S
464;0;2;Milling, Mr. Jacob Christian;Masculino;5;48;0;0;234360;13,00;S
465;0;3;Maisner, Mr. Simon;Masculino;1;54;0;0;A/S 2816;8,05;S
466;0;3;Goncalves, Mr. Manuel Estanslas;Masculino;5;38;0;0;SOTON/O.Q. 3101306;7,05;S
467;0;2;Campbell, Mr. William;Masculino;4;35;0;0;239853;0,00;S
468;0;1;Smart, Mr. John Montgomery;Masculino;4;56;0;0;113792;26,55;S
469;0;3;Scanlan, Mr. James;Masculino;5;22;0;0;36209;7,73;Q
470;1;3;Baclini, Miss. Helene Barbara;Femenino;1;1;2;1;2666;19,26;C
471;0;3;Keefe, Mr. Arthur;Masculino;3;64;0;0;323592;7,25;S
472;0;3;Cacic, Mr. Luka;Masculino;4;38;0;0;315089;8,66;S
473;1;2;West, Mrs. Edwy Arthur (Ada Mary Worth);Femenino;4;33;1;2;C.A. 34651;27,75;S
474;1;2;Jerwan, Mrs. Amin S (Marie Marthe Thuillard);Femenino;2;23;0;0;SC/AH Basle 541;13,79;C
475;0;3;Strandberg, Miss. Ida Sofia;Femenino;5;22;0;0;7553;9,84;S
476;0;1;Clifford, Mr. George Quincy;Masculino;5;64;0;0;110465;52,00;S
477;0;2;Renouf, Mr. Peter Henry;Masculino;5;34;1;0;31027;21,00;S
478;0;3;Braund, Mr. Lewis Richard;Masculino;1;29;1;0;3460;7,05;S
479;0;3;Karlsson, Mr. Nils August;Masculino;1;22;0;0;350060;7,52;S
480;1;3;Hirvonen, Miss. Hildur E;Femenino;1;2;0;1;3101298;12,29;S
481;0;3;Goodwin, Master. Harold Victor;Masculino;1;9;5;2;CA 2144;46,90;S
482;0;2;"Frost, Mr. Anthony Wood ""Archie""";Masculino;1;11;0;0;239854;0,00;S
483;0;3;Rouse, Mr. Richard Henry;Masculino;4;50;0;0;A/5 3594;8,05;S
484;1;3;Turkula, Mrs. (Hedwig);Femenino;1;63;0;0;4134;9,59;S
485;1;1;Bishop, Mr. Dickinson H;Masculino;4;25;1;0;11967;91,08;C
486;0;3;Lefebre, Miss. Jeannie;Femenino;1;18;3;1;4133;25,47;S
487;1;1;Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby);Femenino;2;35;1;0;19943;90,00;S
488;0;1;Kent, Mr. Edward Austin;Masculino;2;58;0;0;11771;29,70;C
489;0;3;Somerton, Mr. Francis William;Masculino;4;30;0;0;A.5. 18509;8,05;S
490;1;3;"Coutts, Master. Eden Leslie ""Neville""";Masculino;1;9;1;1;C.A. 37671;15,90;S
491;0;3;Hagland, Mr. Konrad Mathias Reiersen;Masculino;3;59;1;0;65304;19,97;S
492;0;3;Windelov, Mr. Einar;Masculino;3;21;0;0;SOTON/OQ 3101317;7,25;S
493;0;1;Molson, Mr. Harry Markland;Masculino;4;55;0;0;113787;30,50;S
494;0;1;Artagaveytia, Mr. Ramon;Masculino;5;71;0;0;PC 17609;49,50;C
495;0;3;Stanley, Mr. Edward Roland;Masculino;5;21;0;0;A/4 45380;8,05;S
496;0;3;Yousseff, Mr. Gerious;Masculino;4;49;0;0;2627;14,46;C
497;1;1;Eustis, Miss. Elizabeth Mussey;Femenino;3;54;1;0;36947;78,27;C
498;0;3;Shellard, Mr. Frederick William;Masculino;2;34;0;0;C.A. 6212;15,10;S
499;0;1;Allison, Mrs. Hudson J C (Bessie Waldo Daniels);Femenino;3;25;1;2;113781;151,55;S
500;0;3;Svensson, Mr. Olof;Masculino;5;24;0;0;350035;7,80;S
501;0;3;Calic, Mr. Petar;Masculino;1;17;0;0;315086;8,66;S
502;0;3;Canavan, Miss. Mary;Femenino;1;21;0;0;364846;7,75;Q
503;0;3;O'Sullivan, Miss. Bridget Mary;Femenino;1;18;0;0;330909;7,63;Q
504;0;3;Laitinen, Miss. Kristina Sofia;Femenino;2;37;0;0;4135;9,59;S
505;1;1;Maioni, Miss. Roberta;Femenino;1;16;0;0;110152;86,50;S
506;0;1;Penasco y Castellana, Mr. Victor de Satode;Masculino;1;18;1;0;PC 17758;108,90;C
507;1;2;Quick, Mrs. Frederick Charles (Jane Richards);Femenino;3;33;0;2;26360;26,00;S
508;1;1;"Bradley, Mr. George (""George Arthur Brayton"")";Masculino;2;24;0;0;111427;26,55;S
509;0;3;Olsen, Mr. Henry Margido;Masculino;1;28;0;0;C 4001;22,53;S
510;1;3;Lang, Mr. Fang;Masculino;2;26;0;0;1601;56,50;S
511;1;3;Daly, Mr. Eugene Patrick;Masculino;5;29;0;0;382651;7,75;Q
512;0;3;Webber, Mr. James;Masculino;4;33;0;0;SOTON/OQ 3101316;8,05;S
513;1;1;McGough, Mr. James Robert;Masculino;2;36;0;0;PC 17473;26,29;S
514;1;1;Rothschild, Mrs. Martin (Elizabeth L. Barrett);Femenino;1;54;1;0;PC 17603;59,40;C
515;0;3;Coleff, Mr. Satio;Masculino;1;24;0;0;349209;7,50;S
516;0;1;Walker, Mr. William Anderson;Masculino;3;47;0;0;36967;34,02;S
517;1;2;Lemore, Mrs. (Amelia Milley);Femenino;5;34;0;0;C.A. 34260;10,50;S
518;0;3;Ryan, Mr. Patrick;Masculino;5;34;0;0;371110;24,15;Q
519;1;2;"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)";Femenino;1;36;1;0;226875;26,00;S
520;0;3;Pavlovic, Mr. Stefo;Masculino;5;32;0;0;349242;7,90;S
521;1;1;Perreault, Miss. Anne;Femenino;3;30;0;0;12749;93,50;S
522;0;3;Vovk, Mr. Janko;Masculino;3;22;0;0;349252;7,90;S
523;0;3;Lahoud, Mr. Sarkis;Masculino;1;53;0;0;2624;7,23;C
524;1;1;Hippach, Mrs. Louis Albert (Ida Sophia Fischer);Femenino;5;44;0;1;111361;57,98;C
